official_metric,rmse_norm,mae_norm,scenario,model_type,train_time_seconds,n_train_samples,n_val_samples,n_features,run_id,config_id,axes,source
0.753,0.246007788469005,0.1757227687523463,1,xgboost,7.011205434799194,37488,9384,86,2025-11-30_01-59_xgboost_scenario1_low_lr,low_lr,"{'booster': 'gbtree', 'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'max_depth': 6, 'min_child_weight': 1, 'max_leaves': 0, 'learning_rate': 0.02, 'n_estimators': 5000, 'gamma': 0, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'early_stopping_rounds': 50, 'verbosity': 0, 'n_jobs': -1, 'seed': 42}",sweep_config
0.7644,0.246534289829263,0.17536244441002163,1,xgboost,16.34659767150879,37488,9384,86,2025-11-30_01-59_xgboost_scenario1_deep,deep,"{'booster': 'gbtree', 'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'max_depth': 8, 'min_child_weight': 3, 'max_leaves': 0, 'learning_rate': 0.02, 'n_estimators': 3000, 'gamma': 0, 'reg_alpha': 0, 'reg_lambda': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'early_stopping_rounds': 50, 'verbosity': 0, 'n_jobs': -1, 'seed': 42}",sweep_config
0.7671,0.24776055646425382,0.1766030877022768,1,xgboost,4.615431070327759,37488,9384,86,2025-11-30_01-59_xgboost_scenario1_default,default,"{'booster': 'gbtree', 'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'max_depth': 6, 'min_child_weight': 1, 'max_leaves': 0, 'learning_rate': 0.03, 'n_estimators': 3000, 'gamma': 0, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'early_stopping_rounds': 50, 'verbosity': 0, 'n_jobs': -1, 'seed': 42}",sweep_config
0.7671,0.24776055646425382,0.1766030877022768,1,xgboost,3.846484899520874,37488,9384,86,2025-11-30_01-59_xgboost_scenario1_s1_best,s1_best,"{'booster': 'gbtree', 'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'max_depth': 6, 'min_child_weight': 1, 'max_leaves': 0, 'learning_rate': 0.03, 'n_estimators': 3000, 'gamma': 0, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'early_stopping_rounds': 50, 'verbosity': 0, 'n_jobs': -1, 'seed': 42}",sweep_config
0.7727,0.2479311337793783,0.1771332104723376,1,xgboost,5.625967979431152,37488,9384,86,2025-11-30_01-59_xgboost_scenario1_regularized,regularized,"{'booster': 'gbtree', 'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'max_depth': 5, 'min_child_weight': 1, 'max_leaves': 0, 'learning_rate': 0.03, 'n_estimators': 3000, 'gamma': 0, 'reg_alpha': 1, 'reg_lambda': 10, 'subsample': 0.7, 'colsample_bytree': 0.7, 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'early_stopping_rounds': 50, 'verbosity': 0, 'n_jobs': -1, 'seed': 42}",sweep_config
0.7822,0.24728597400912813,0.17816415588740683,1,xgboost,5.783612012863159,37488,9384,86,2025-11-30_01-59_xgboost_scenario1_s2_best,s2_best,"{'booster': 'gbtree', 'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'max_depth': 4, 'min_child_weight': 1, 'max_leaves': 0, 'learning_rate': 0.05, 'n_estimators': 3000, 'gamma': 0, 'reg_alpha': 0, 'reg_lambda': 1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'early_stopping_rounds': 50, 'verbosity': 0, 'n_jobs': -1, 'seed': 42}",sweep_config
0.783,0.2493052187489699,0.17894582465660003,1,xgboost,3.8587660789489746,37488,9384,86,2025-11-30_01-59_xgboost_scenario1_shallow,shallow,"{'booster': 'gbtree', 'objective': 'reg:squarederror', 'eval_metric': 'rmse', 'max_depth': 4, 'min_child_weight': 1, 'max_leaves': 0, 'learning_rate': 0.05, 'n_estimators': 3000, 'gamma': 0, 'reg_alpha': 0, 'reg_lambda': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'early_stopping_rounds': 50, 'verbosity': 0, 'n_jobs': -1, 'seed': 42}",sweep_config
